"muni_code","muni_name","total","h_u25","h_25_40","h_a40","m_u25","m_25_40","m_a40","agricultura","industria","construccion","servicios","sin_empleo_anterior","prov"
46149,"losa del obispo",27,1,4,4,0,11,7,6,2,2,13,4,"valencia"
46158,"macastre",110,8,17,29,2,25,29,7,16,11,66,10,"valencia"
46159,"manises",2749,102,420,619,84,633,891,46,353,211,1997,142,"valencia"
46160,"manuel",138,5,22,27,7,35,42,6,12,12,102,6,"valencia"
46161,"marines",131,8,15,25,7,32,44,2,12,6,107,4,"valencia"
46162,"massalaves",131,10,17,25,8,34,37,14,19,9,80,9,"valencia"
46163,"massalfassar",138,6,19,31,1,43,38,2,19,9,103,5,"valencia"
46164,"massamagrell",1131,66,165,231,47,282,340,31,169,107,746,78,"valencia"
46165,"massanassa",705,22,101,158,19,186,219,14,124,32,490,45,"valencia"
46166,"meliana",832,39,121,168,24,200,280,18,121,55,579,59,"valencia"
46167,"millares",45,2,5,14,1,2,21,2,8,4,31,NA,"valencia"
46168,"miramar",184,5,33,41,7,51,47,8,10,10,156,0,"valencia"
46169,"mislata",3506,108,528,705,94,842,1229,54,411,245,2478,318,"valencia"
46170,"mogente/moixent",267,12,22,50,11,64,108,41,63,7,143,13,"valencia"
46171,"moncada",1494,49,230,347,51,334,483,30,175,170,1049,70,"valencia"
46173,"montaverner",112,8,9,29,3,23,40,5,42,3,57,5,"valencia"
46174,"montesa",70,3,9,6,5,15,32,7,12,2,48,1,"valencia"
46175,"montichelvo",19,1,3,3,2,4,6,2,0,2,14,1,"valencia"
46176,"montroy",176,8,23,43,3,50,49,13,38,14,110,1,"valencia"
46172,"montserrat",560,27,68,144,15,143,163,31,70,52,386,21,"valencia"
46177,"museros",410,17,63,63,18,106,143,5,51,31,297,26,"valencia"
46178,"naquera",424,18,63,88,9,121,125,5,50,23,337,9,"valencia"
46179,"navarres",179,9,28,26,8,50,58,14,24,12,123,6,"valencia"
46180,"novele/novetle",49,2,3,12,2,8,22,1,4,5,38,1,"valencia"
46181,"oliva",1859,82,275,399,98,505,500,102,120,153,1413,71,"valencia"
46183,"olleria, l'",589,18,80,129,20,138,204,29,170,23,329,38,"valencia"
46182,"olocau",106,1,13,24,4,24,40,1,13,7,81,4,"valencia"
46184,"ontinyent",2840,100,365,533,99,634,1109,99,786,148,1574,233,"valencia"
46185,"otos",21,1,3,2,NA,5,10,NA,4,NA,17,NA,"valencia"
46186,"paiporta",2015,83,270,360,74,540,688,28,347,137,1387,116,"valencia"
46187,"palma de gandia",93,2,14,22,4,26,25,2,7,7,73,4,"valencia"
46188,"palmera",62,3,8,8,4,24,15,0,2,3,53,4,"valencia"
46189,"palomar, el",36,1,1,6,0,10,18,1,14,1,20,0,"valencia"
46190,"paterna",5286,225,825,1040,258,1349,1589,60,503,478,3998,247,"valencia"
46191,"pedralba",152,3,30,42,4,34,39,13,23,15,94,7,"valencia"
46192,"petres",65,2,10,16,2,23,12,3,7,2,51,2,"valencia"
46193,"picanya",686,24,111,119,19,174,239,17,120,38,486,25,"valencia"
46194,"picassent",1460,68,211,283,74,390,434,49,215,74,1027,95,"valencia"
46195,"piles",154,12,16,39,5,46,36,2,7,9,125,11,"valencia"
46196,"pinet",8,NA,1,2,NA,4,1,NA,2,1,5,NA,"valencia"
46199,"pobla de farnals, la",490,17,71,105,18,136,143,10,59,31,368,22,"valencia"
46200,"pobla del duc, la",67,3,8,15,7,24,10,3,9,7,47,1,"valencia"
46202,"pobla de vallbona, la",1587,57,240,303,58,422,507,45,198,166,1059,119,"valencia"
46203,"pobla llarga, la",193,8,31,46,6,45,57,8,20,16,139,10,"valencia"
46197,"polinya de xuquer",125,6,20,34,7,24,34,9,16,13,79,8,"valencia"
46198,"potries",62,5,8,16,4,16,13,2,9,7,43,1,"valencia"
46205,"pucol",1054,43,159,214,37,277,324,21,128,68,778,59,"valencia"
46201,"puebla de san miguel",2,NA,1,0,NA,NA,1,NA,1,NA,1,NA,"valencia"
46204,"puig",508,28,71,111,22,115,161,9,53,25,400,21,"valencia"
46101,"quart de les valls",41,1,5,7,1,14,13,2,3,2,32,2,"valencia"
46102,"quart de poblet",2079,79,312,423,82,494,689,23,291,157,1488,120,"valencia"
46103,"quartell",60,1,15,4,3,18,19,3,4,3,46,4,"valencia"
46104,"quatretonda",87,4,14,20,2,24,23,7,14,9,54,3,"valencia"
46206,"quesa",39,3,8,10,1,7,10,5,2,3,29,NA,"valencia"
46207,"rafelbunol/rafelbunyol",524,25,89,88,18,131,173,13,82,30,378,21,"valencia"
46208,"rafelcofer",91,4,13,16,5,21,32,4,8,9,70,0,"valencia"
46209,"rafelguaraf",105,8,17,22,8,27,23,8,10,8,78,1,"valencia"
46210,"rafol de salem",24,NA,3,4,1,6,10,2,6,NA,16,NA,"valencia"
46212,"real",114,2,23,33,4,28,24,11,18,10,73,2,"valencia"
46211,"real de gandia",155,6,26,37,6,39,41,2,13,15,124,1,"valencia"
46213,"requena",1195,53,164,237,52,301,388,186,205,73,701,30,"valencia"
46214,"riba-roja de turia",1466,66,217,285,67,347,484,35,180,109,1076,66,"valencia"
46215,"riola",104,2,18,19,4,34,27,4,21,6,69,4,"valencia"
46216,"rocafort",323,8,40,82,8,83,102,1,22,14,276,10,"valencia"
46217,"rotgla i corbera",65,7,8,10,1,18,21,3,12,1,46,3,"valencia"
46218,"rotova",51,0,8,9,1,17,16,4,7,5,35,0,"valencia"
46219,"rugat",3,NA,0,0,0,2,1,0,NA,NA,3,NA,"valencia"
46220,"sagunto/sagunt",4937,220,815,1046,157,1376,1323,157,569,383,3486,342,"valencia"
46221,"salem",31,0,9,6,1,5,10,3,8,NA,20,NA,"valencia"
46903,"san antonio de benageber",336,9,45,61,5,79,137,2,41,24,260,9,"valencia"
46222,"sant joanet",19,1,5,4,2,4,3,2,1,0,16,NA,"valencia"
46223,"sedavi",803,26,102,171,31,178,295,7,122,38,591,45,"valencia"
46224,"segart",8,1,3,1,1,1,1,0,3,0,5,NA,"valencia"
46225,"sellent",26,2,2,2,2,7,11,1,3,2,19,1,"valencia"
46226,"sempere",3,NA,NA,NA,NA,1,2,NA,NA,NA,2,1,"valencia"
46227,"senyera",54,4,10,13,3,13,11,1,7,10,35,1,"valencia"
46228,"serra",223,9,40,49,3,61,61,5,17,31,168,2,"valencia"
46229,"siete aguas",79,2,12,21,1,25,18,8,9,7,53,2,"valencia"
46230,"silla",1539,71,225,309,52,372,510,36,264,94,1066,79,"valencia"
46231,"simat de la valldigna",186,17,24,30,10,55,50,22,10,5,133,16,"valencia"
46232,"sinarcas",62,5,6,18,2,13,18,22,7,0,33,NA,"valencia"
46233,"sollana",276,11,46,53,10,83,73,7,37,14,204,14,"valencia"
46234,"sot de chera",27,3,5,6,1,4,8,0,1,NA,26,NA,"valencia"
46235,"sueca",1967,68,309,442,77,498,573,68,318,141,1308,132,"valencia"
46236,"sumacarcer",42,0,6,11,0,13,12,5,0,3,33,1,"valencia"
46237,"tavernes blanques",701,33,106,153,21,154,234,8,122,46,493,32,"valencia"
46238,"tavernes de la valldigna",1107,43,143,195,64,325,337,66,90,54,817,80,"valencia"
46239,"teresa de cofrentes",60,6,15,15,1,9,14,2,7,9,40,2,"valencia"
46240,"terrateig",5,NA,1,2,0,NA,2,1,0,1,3,NA,"valencia"
46241,"titaguas",25,2,5,3,NA,7,8,4,6,NA,14,1,"valencia"
46242,"torrebaja",10,NA,0,5,NA,2,3,NA,1,0,9,NA,"valencia"
46243,"torrella",10,NA,1,5,1,2,1,NA,2,1,7,NA,"valencia"
46244,"torrent",7170,310,1025,1399,313,1846,2277,207,1145,585,4760,473,"valencia"
46245,"torres torres",34,3,7,6,0,6,12,5,5,2,21,1,"valencia"
46246,"tous",73,9,7,10,2,23,22,5,4,2,59,3,"valencia"
46247,"tuejar",79,4,11,19,5,11,29,9,13,6,50,1,"valencia"
46248,"turis",347,15,51,92,14,76,99,59,29,35,198,26,"valencia"
46249,"utiel",544,18,88,111,10,149,168,103,107,34,281,19,"valencia"
46250,"valencia",54366,1886,8283,12234,1881,12770,17312,959,4791,3622,41565,3429,"valencia"
46251,"vallada",220,10,24,53,3,46,84,9,57,6,143,5,"valencia"
46252,"vallanca",2,NA,0,0,0,0,2,0,1,NA,1,NA,"valencia"
46253,"valles",11,NA,3,2,1,1,4,0,2,1,8,NA,"valencia"
46254,"venta del moro",46,2,8,8,1,13,14,12,3,2,28,1,"valencia"
46256,"vilamarxant",758,27,118,154,28,185,246,35,117,58,502,46,"valencia"
46255,"villalonga",322,16,45,74,15,78,94,13,75,18,208,8,"valencia"
46257,"villanueva de castellon",280,19,38,68,14,66,75,20,34,22,179,25,"valencia"
46258,"villar del arzobispo",177,7,16,47,10,40,57,7,30,10,115,15,"valencia"
46259,"villargordo del cabriel",17,0,3,3,1,5,5,1,3,1,12,NA,"valencia"
46260,"vinalesa",200,10,27,47,6,59,51,3,19,13,155,10,"valencia"
46145,"xativa",2322,101,358,450,94,532,787,98,293,184,1599,148,"valencia"
46143,"xeraco",268,16,56,60,13,76,47,12,15,17,215,9,"valencia"
46146,"xeresa",83,7,9,20,7,19,21,2,8,2,70,1,"valencia"
46110,"xirivella",2388,116,370,482,96,541,783,52,387,182,1566,201,"valencia"
46261,"yatova",131,4,20,38,6,30,33,6,26,12,80,7,"valencia"
46262,"yesa, la",4,NA,0,NA,1,0,3,1,NA,NA,3,NA,"valencia"
46263,"zarra",22,2,2,9,NA,4,5,NA,1,2,18,1,"valencia"
47001,"adalia",1,NA,0,1,NA,NA,NA,NA,NA,NA,1,NA,"valladolid"
47002,"aguasal",1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"valladolid"
47003,"aguilar de campos",11,1,2,3,1,1,3,1,1,NA,6,3,"valladolid"
47004,"alaejos",74,1,7,20,2,14,30,6,3,7,55,3,"valladolid"
47005,"alcazaren",29,1,4,4,NA,2,18,4,5,2,17,1,"valladolid"
47006,"aldea de san miguel",9,2,1,2,NA,2,2,2,0,NA,7,NA,"valladolid"
47007,"aldeamayor de san martin",237,6,35,37,9,91,59,3,20,20,185,9,"valladolid"
47008,"almenara de adaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"valladolid"
47009,"amusquillo",3,NA,1,1,NA,1,NA,NA,NA,1,2,NA,"valladolid"
47010,"arroyo de la encomienda",833,19,133,116,19,295,251,22,84,45,645,37,"valladolid"
47011,"ataquines",25,1,5,7,1,5,6,4,0,NA,19,2,"valladolid"
47012,"bahabon",7,NA,1,2,1,1,2,3,1,NA,3,NA,"valladolid"
47013,"barcial de la loma",2,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,"valladolid"
47014,"barruelo del valle",3,NA,0,2,NA,1,NA,1,NA,NA,2,NA,"valladolid"
47015,"becilla de valderaduey",13,NA,3,2,NA,2,6,3,NA,NA,9,1,"valladolid"
47016,"benafarces",2,NA,NA,1,NA,1,0,1,NA,NA,1,NA,"valladolid"
47017,"bercero",8,NA,NA,1,0,3,4,1,0,1,6,NA,"valladolid"
47018,"berceruelo",2,NA,NA,0,NA,1,1,NA,1,NA,1,NA,"valladolid"
47019,"berrueces",4,NA,0,1,NA,0,3,1,1,NA,2,NA,"valladolid"
47020,"bobadilla del campo",17,0,1,3,1,8,4,2,2,1,12,NA,"valladolid"
47021,"bocigas",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,"valladolid"
47022,"bocos de duero",1,NA,0,NA,NA,0,1,1,NA,NA,NA,NA,"valladolid"
47023,"boecillo",147,4,25,29,4,43,42,7,18,6,108,8,"valladolid"
47024,"bolanos de campos",7,NA,1,4,1,NA,1,2,1,NA,4,NA,"valladolid"
47025,"brahojos de medina",6,NA,0,3,NA,NA,3,1,0,3,2,0,"valladolid"
47026,"bustillo de chaves",2,NA,1,1,NA,NA,NA,NA,NA,0,2,NA,"valladolid"
47027,"cabezon de pisuerga",227,9,30,48,10,61,69,19,25,14,154,15,"valladolid"
47028,"cabezon de valderaduey",5,1,1,1,1,1,NA,1,NA,1,3,NA,"valladolid"
47029,"cabreros del monte",4,NA,NA,2,NA,1,1,3,NA,NA,1,NA,"valladolid"
47030,"campaspero",35,3,5,7,0,8,12,11,4,1,16,3,"valladolid"
47031,"campillo, el",10,3,1,4,0,1,1,1,0,NA,7,2,"valladolid"
47032,"camporredondo",2,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,"valladolid"
47033,"canalejas de penafiel",4,NA,2,1,NA,1,0,1,NA,NA,3,0,"valladolid"
47034,"canillas de esgueva",2,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,"valladolid"
47035,"carpio",72,1,11,14,5,12,29,9,3,4,46,10,"valladolid"
47036,"casasola de arion",8,1,1,4,1,0,1,3,1,NA,3,1,"valladolid"
47037,"castrejon de trabancos",5,0,0,1,0,1,3,NA,NA,0,5,0,"valladolid"
47038,"castrillo de duero",4,NA,1,1,NA,NA,2,NA,1,NA,2,1,"valladolid"
47039,"castrillo-tejeriego",5,NA,1,NA,NA,NA,4,NA,1,NA,4,NA,"valladolid"
47040,"castrobol",3,NA,NA,1,NA,1,1,NA,1,NA,1,1,"valladolid"
47041,"castrodeza",3,0,1,1,NA,NA,1,NA,NA,0,3,NA,"valladolid"
47042,"castromembibre",2,NA,NA,1,NA,1,NA,NA,0,NA,2,NA,"valladolid"
47043,"castromonte",15,NA,2,5,1,4,3,0,1,2,11,1,"valladolid"
47044,"castronuevo de esgueva",26,NA,4,5,NA,9,8,0,4,NA,22,NA,"valladolid"
47045,"castronuno",72,4,11,19,4,15,19,9,2,4,53,4,"valladolid"
47046,"castroponce",1,NA,NA,0,NA,NA,1,NA,0,NA,0,1,"valladolid"
47047,"castroverde de cerrato",3,NA,0,1,NA,1,1,NA,NA,1,1,1,"valladolid"
47048,"ceinos de campos",9,NA,2,3,1,3,0,4,NA,2,2,1,"valladolid"
47049,"cervillego de la cruz",8,NA,1,3,NA,1,3,1,NA,NA,5,2,"valladolid"
47050,"cigales",374,20,63,56,21,110,104,25,36,24,256,33,"valladolid"
47051,"cigunuela",21,1,2,3,1,4,10,NA,1,2,16,2,"valladolid"
47052,"cisterniga",458,17,61,81,11,142,146,9,55,24,347,23,"valladolid"
47053,"cogeces de iscar",2,0,NA,0,NA,NA,2,NA,2,NA,0,0,"valladolid"
47054,"cogeces del monte",13,NA,0,6,0,0,7,2,0,0,10,1,"valladolid"
47055,"corcos",11,NA,2,5,NA,2,2,1,1,0,9,NA,"valladolid"
47056,"corrales de duero",7,NA,1,2,NA,1,3,6,1,NA,NA,NA,"valladolid"
47057,"cubillas de santa marta",21,0,2,6,NA,3,10,1,1,4,15,NA,"valladolid"
47058,"cuenca de campos",6,NA,1,2,NA,1,2,NA,0,NA,6,NA,"valladolid"
47059,"curiel de duero",12,0,2,6,NA,2,2,NA,2,5,5,NA,"valladolid"
47060,"encinas de esgueva",5,NA,2,2,0,1,0,0,1,1,3,NA,"valladolid"
47061,"esguevillas de esgueva",10,2,1,4,1,0,2,1,1,NA,6,2,"valladolid"
47062,"fombellida",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"valladolid"
47063,"fompedraza",2,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,"valladolid"
47064,"fontihoyuelo",2,NA,1,NA,NA,1,NA,NA,NA,NA,2,NA,"valladolid"
47065,"fresno el viejo",87,4,6,19,3,16,39,16,3,4,52,12,"valladolid"
47066,"fuensaldana",97,4,16,19,3,18,37,3,15,6,66,7,"valladolid"
47067,"fuente el sol",5,NA,1,1,NA,2,1,0,NA,0,4,1,"valladolid"
47068,"fuente-olmedo",3,NA,NA,1,NA,1,1,NA,1,NA,2,NA,"valladolid"
47069,"gallegos de hornija",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"valladolid"
47070,"gaton de campos",2,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,"valladolid"
47071,"geria",22,0,3,3,1,5,10,5,1,1,14,1,"valladolid"
47073,"herrin de campos",4,NA,NA,2,NA,NA,2,1,NA,NA,2,1,"valladolid"
47074,"hornillos de eresma",3,NA,1,1,NA,1,NA,2,NA,NA,1,NA,"valladolid"
47075,"iscar",402,22,54,79,20,93,134,75,69,15,208,35,"valladolid"
47076,"laguna de duero",1323,81,184,204,40,307,507,37,126,66,991,103,"valladolid"
47077,"langayo",2,NA,NA,NA,NA,0,2,NA,NA,NA,2,NA,"valladolid"
47079,"llano de olmedo",3,NA,NA,NA,NA,0,3,1,NA,NA,2,NA,"valladolid"
47078,"lomoviejo",15,1,1,1,1,2,9,2,NA,1,12,NA,"valladolid"
47080,"manzanillo",5,NA,1,1,NA,1,2,3,1,NA,1,NA,"valladolid"
47081,"marzales",4,NA,NA,1,NA,1,2,NA,NA,NA,4,NA,"valladolid"
47082,"matapozuelos",52,4,5,8,3,15,17,6,6,NA,34,6,"valladolid"
47083,"matilla de los canos",2,NA,NA,NA,NA,NA,2,1,0,NA,1,NA,"valladolid"
47084,"mayorga",58,2,15,15,1,7,18,17,1,6,29,5,"valladolid"
47085,"medina del campo",1851,89,250,348,93,426,645,216,210,78,1145,202,"valladolid"
47086,"medina de rioseco",304,14,36,75,18,70,91,13,27,30,200,34,"valladolid"
47087,"megeces",11,1,0,2,1,1,6,1,4,NA,5,1,"valladolid"
47088,"melgar de abajo",5,NA,NA,3,NA,NA,2,NA,NA,1,4,NA,"valladolid"
47089,"melgar de arriba",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,"valladolid"
47090,"mojados",170,13,20,40,12,37,48,11,35,11,104,9,"valladolid"
47091,"monasterio de vega",1,NA,0,1,NA,NA,NA,NA,1,NA,0,NA,"valladolid"
47092,"montealegre de campos",3,NA,NA,2,NA,NA,1,0,NA,NA,3,NA,"valladolid"
47093,"montemayor de pililla",48,2,4,11,1,6,24,9,5,1,30,3,"valladolid"
47094,"moral de la reina",8,NA,0,2,NA,2,4,3,NA,NA,4,1,"valladolid"
47095,"moraleja de las panaderas",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"valladolid"
47096,"morales de campos",8,2,1,2,NA,NA,3,0,1,3,3,1,"valladolid"
47097,"mota del marques",14,0,3,5,NA,1,5,1,NA,1,12,NA,"valladolid"
47098,"mucientes",34,1,2,9,2,8,12,2,3,1,24,4,"valladolid"
47099,"mudarra, la",2,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,"valladolid"
47100,"muriel",5,NA,NA,1,1,2,1,1,1,NA,2,1,"valladolid"
47101,"nava del rey",119,8,16,25,4,26,40,21,12,8,71,7,"valladolid"
47102,"nueva villa de las torres",14,2,2,4,1,0,5,3,2,3,2,4,"valladolid"
47103,"olivares de duero",16,1,2,3,2,4,4,2,3,1,10,NA,"valladolid"
47104,"olmedo",178,7,26,26,8,52,59,16,23,8,117,14,"valladolid"
47105,"olmos de esgueva",5,1,1,0,NA,0,3,NA,NA,NA,5,NA,"valladolid"
47106,"olmos de penafiel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"valladolid"
47109,"palazuelo de vedija",6,NA,2,0,0,2,2,NA,2,0,4,0,"valladolid"
47110,"parrilla, la",31,NA,6,5,2,8,10,1,5,3,19,3,"valladolid"
47111,"pedraja de portillo, la",54,0,10,10,1,15,18,2,6,3,43,0,"valladolid"
47112,"pedrajas de san esteban",217,9,26,37,11,56,78,27,43,8,131,8,"valladolid"
47113,"pedrosa del rey",1,NA,0,NA,NA,1,0,0,NA,NA,0,1,"valladolid"
47114,"penafiel",369,30,62,85,18,78,96,128,59,12,149,21,"valladolid"
47115,"penaflor de hornija",8,0,0,4,NA,2,2,0,0,0,8,NA,"valladolid"
47116,"pesquera de duero",10,NA,1,4,NA,4,1,2,3,2,3,NA,"valladolid"
47117,"pina de esgueva",11,NA,2,3,1,1,4,1,3,NA,7,NA,"valladolid"
47118,"pinel de abajo",1,NA,NA,1,NA,NA,NA,0,NA,NA,1,NA,"valladolid"
47119,"pinel de arriba",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"valladolid"
47121,"pollos",38,NA,1,8,5,11,13,2,4,4,17,11,"valladolid"
47122,"portillo",98,2,19,24,7,22,24,15,14,4,57,8,"valladolid"
47123,"pozal de gallinas",27,3,3,5,2,4,10,5,1,0,19,2,"valladolid"
47124,"pozaldez",25,4,2,4,NA,10,5,1,2,1,16,5,"valladolid"
47125,"pozuelo de la orden",2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,"valladolid"
47126,"puras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"valladolid"
47127,"quintanilla de arriba",7,0,4,2,0,0,1,4,1,NA,2,NA,"valladolid"
47128,"quintanilla del molar",5,NA,NA,NA,1,2,2,NA,1,NA,4,NA,"valladolid"
47129,"quintanilla de onesimo",48,3,8,14,1,10,12,4,13,1,29,1,"valladolid"
47130,"quintanilla de trigueros",8,NA,1,4,NA,1,2,NA,2,NA,6,NA,"valladolid"
47131,"rabano",2,NA,0,2,NA,0,NA,1,0,NA,1,NA,"valladolid"
47132,"ramiro",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"valladolid"
47133,"renedo de esgueva",158,8,14,32,1,50,53,2,13,12,126,5,"valladolid"
47134,"roales de campos",3,NA,NA,0,1,NA,2,NA,NA,0,1,2,"valladolid"
47135,"robladillo",2,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,"valladolid"
47137,"roturas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"valladolid"
47138,"rubi de bracamonte",15,2,NA,3,NA,2,8,4,2,NA,8,1,"valladolid"
47139,"rueda",74,2,11,18,5,10,28,14,19,6,29,6,"valladolid"
47140,"saelices de mayorga",0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"valladolid"
47141,"salvador de zapardiel",5,NA,3,1,NA,0,1,1,1,0,3,NA,"valladolid"
47142,"san cebrian de mazote",2,NA,NA,1,NA,NA,1,NA,NA,NA,1,1,"valladolid"
47143,"san llorente",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"valladolid"
47144,"san martin de valveni",6,NA,NA,1,NA,1,4,1,NA,1,4,NA,"valladolid"
47145,"san miguel del arroyo",27,NA,4,11,1,6,5,2,4,3,15,3,"valladolid"
47146,"san miguel del pino",23,0,0,8,2,7,6,2,2,1,16,2,"valladolid"
47147,"san pablo de la moraleja",4,1,1,0,NA,1,1,NA,1,1,2,NA,"valladolid"
47148,"san pedro de latarce",13,1,2,0,NA,5,5,2,1,6,4,NA,"valladolid"
47149,"san pelayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"valladolid"
47150,"san roman de hornija",12,NA,1,3,2,3,3,5,0,1,5,1,"valladolid"
47151,"san salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"valladolid"
47152,"santa eufemia del arroyo",7,NA,1,1,1,2,2,3,NA,NA,3,1,"valladolid"
47153,"santervas de campos",6,NA,NA,1,NA,2,3,NA,NA,NA,6,NA,"valladolid"
47154,"santibanez de valcorba",3,NA,0,3,0,0,0,1,1,NA,1,NA,"valladolid"
47155,"santovenia de pisuerga",268,15,38,51,9,84,71,2,31,19,196,20,"valladolid"
47156,"san vicente del palacio",7,1,0,2,NA,3,1,1,1,0,4,1,"valladolid"
47157,"sardon de duero",24,NA,2,8,0,5,9,4,5,2,12,1,"valladolid"
47158,"seca, la",48,5,9,8,2,11,13,8,10,4,23,3,"valladolid"
47159,"serrada",42,3,5,10,1,13,10,8,6,1,25,2,"valladolid"
47160,"siete iglesias de trabancos",22,1,3,4,NA,1,13,2,1,NA,16,3,"valladolid"
47161,"simancas",219,6,28,54,10,34,87,5,18,16,162,18,"valladolid"
47162,"tamariz de campos",3,NA,1,NA,NA,2,NA,NA,NA,1,2,NA,"valladolid"
47163,"tiedra",14,1,2,4,NA,2,5,1,NA,0,13,NA,"valladolid"
47164,"tordehumos",11,1,1,5,1,1,2,1,0,1,9,NA,"valladolid"
47165,"tordesillas",658,36,101,114,25,137,245,57,69,46,428,58,"valladolid"
47166,"torrecilla de la abadesa",15,NA,3,6,NA,1,5,5,1,1,7,1,"valladolid"
47167,"torrecilla de la orden",9,1,1,3,NA,1,3,NA,NA,2,6,1,"valladolid"
47168,"torrecilla de la torre",1,NA,1,NA,NA,0,NA,NA,NA,NA,1,NA,"valladolid"
47169,"torre de esgueva",3,NA,1,2,NA,NA,0,1,NA,NA,2,NA,"valladolid"
47170,"torre de penafiel",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"valladolid"
47171,"torrelobaton",17,0,3,5,1,3,5,2,0,2,11,2,"valladolid"
47172,"torrescarcela",5,NA,NA,1,NA,1,3,1,NA,NA,4,NA,"valladolid"
47173,"traspinedo",61,2,12,20,1,12,14,9,8,7,34,3,"valladolid"
47174,"trigueros del valle",25,1,4,8,NA,3,9,2,1,2,15,5,"valladolid"
47175,"tudela de duero",546,22,89,128,22,134,151,60,83,38,334,31,"valladolid"
47176,"union de campos, la",4,NA,1,1,NA,NA,2,NA,0,2,2,NA,"valladolid"
47177,"urones de castroponce",1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"valladolid"
47178,"uruena",4,NA,NA,2,NA,NA,2,1,NA,NA,3,NA,"valladolid"
47179,"valbuena de duero",20,3,2,3,1,6,5,4,7,1,7,1,"valladolid"
47180,"valdearcos de la vega",1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,"valladolid"
47181,"valdenebro de los valles",8,NA,3,2,NA,2,1,2,1,NA,5,NA,"valladolid"
47182,"valdestillas",99,7,19,15,9,24,25,9,12,7,67,4,"valladolid"
47183,"valdunquillo",3,NA,NA,1,1,NA,1,0,NA,NA,2,1,"valladolid"
47186,"valladolid",19478,917,3290,4227,877,4286,5881,1186,1706,1325,13040,2221,"valladolid"
47184,"valoria la buena",32,1,6,10,2,8,5,1,1,4,26,0,"valladolid"
47185,"valverde de campos",4,NA,NA,1,2,0,1,1,NA,1,2,NA,"valladolid"
47187,"vega de ruiponce",2,NA,NA,1,NA,NA,1,0,NA,NA,1,1,"valladolid"
47188,"vega de valdetronco",3,NA,0,1,NA,NA,2,0,NA,NA,3,NA,"valladolid"
47189,"velascalvaro",13,1,1,2,1,3,5,2,1,NA,10,0,"valladolid"
47190,"velilla",2,NA,NA,NA,NA,1,1,NA,0,NA,2,NA,"valladolid"
47191,"velliza",6,1,NA,3,0,NA,2,NA,NA,NA,4,2,"valladolid"
47192,"ventosa de la cuesta",3,NA,0,1,NA,NA,2,NA,0,0,2,1,"valladolid"
47193,"viana de cega",101,7,15,25,2,28,24,4,6,8,78,5,"valladolid"
47195,"villabanez",18,1,7,6,0,2,2,2,4,1,11,0,"valladolid"
47196,"villabaruz de campos",2,NA,1,0,NA,NA,1,0,NA,NA,1,1,"valladolid"
47197,"villabragima",44,2,8,10,1,6,17,5,2,1,28,8,"valladolid"
47198,"villacarralon",3,NA,1,2,NA,NA,NA,NA,NA,NA,3,NA,"valladolid"
47199,"villacid de campos",3,NA,NA,2,NA,NA,1,1,NA,NA,2,NA,"valladolid"
47200,"villaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"valladolid"
47203,"villafrades de campos",5,NA,2,3,NA,NA,0,1,NA,2,2,NA,"valladolid"
47204,"villafranca de duero",11,0,2,3,NA,2,4,2,2,0,7,NA,"valladolid"
47205,"villafrechos",23,1,5,1,1,9,6,10,0,NA,9,4,"valladolid"
47206,"villafuerte",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"valladolid"
47207,"villagarcia de campos",9,0,1,2,NA,3,3,0,1,NA,8,NA,"valladolid"
